chrI	50000	50000	-1.714
chrI	50001	50001	0.338
chrI	50002	50002	-1.714
chrI	50003	50003	-1.714
chrI	50004	50004	-1.714
chrI	50005	50005	0.677
chrI	50006	50006	-1.714
chrI	50007	50007	0.338
chrI	50008	50008	0.677
chrI	50009	50009	0.677
chrI	50010	50010	0.677
chrI	50011	50011	0.699
chrI	50012	50012	0.677
chrI	50013	50013	0.677
chrI	50014	50014	0.677
chrI	50015	50015	0.699
chrI	50016	50016	0.677
chrI	50017	50017	0.699
chrI	50018	50018	-1.714
chrI	50019	50019	0.338
chrI	50020	50020	-1.714
chrI	50021	50021	0.699
chrI	50022	50022	0.338
chrI	50023	50023	0.699
chrI	50024	50024	0.699
chrI	50025	50025	0.699
chrI	50026	50026	0.699
chrI	50027	50027	0.338
chrI	50028	50028	0.699
chrI	50029	50029	0.699
chrI	50030	50030	-1.714
chrI	50031	50031	0.338
chrI	50032	50032	0.677
chrI	50033	50033	-1.714
chrI	50034	50034	0.677
chrI	50035	50035	0.677
chrI	50036	50036	0.338
chrI	50037	50037	0.677
chrI	50038	50038	0.699
chrI	50039	50039	0.338
chrI	50040	50040	-1.714
chrI	50041	50041	0.677
chrI	50042	50042	0.338
chrI	50043	50043	-1.714
chrI	50044	50044	0.677
chrI	50045	50045	0.677
chrI	50046	50046	0.677
chrI	50047	50047	-1.714
chrI	50048	50048	0.338
chrI	50049	50049	0.677
chrI	50050	50050	0.338
chrI	50051	50051	0.338
chrI	50052	50052	0.677
chrI	50053	50053	-1.714
chrI	50054	50054	0.338
chrI	50055	50055	0.677
chrI	50056	50056	-1.714
chrI	50057	50057	0.699
chrI	50058	50058	0.677
chrI	50059	50059	0.677
chrI	50060	50060	0.677
chrI	50061	50061	0.699
chrI	50062	50062	0.699
chrI	50063	50063	0.338
chrI	50064	50064	0.699
chrI	50065	50065	0.699
chrI	50066	50066	0.677
chrI	50067	50067	0.699
chrI	50068	50068	-1.714
chrI	50069	50069	0.338
chrI	50070	50070	0.677
chrI	50071	50071	0.677
chrI	50072	50072	-1.714
chrI	50073	50073	-1.714
chrI	50074	50074	0.677
chrI	50075	50075	0.699
chrI	50076	50076	0.677
chrI	50077	50077	0.699
chrI	50078	50078	0.699
chrI	50079	50079	0.338
chrI	50080	50080	0.699
chrI	50081	50081	0.338
chrI	50082	50082	-1.714
chrI	50083	50083	0.338
chrI	50084	50084	-1.714
chrI	50085	50085	0.338
chrI	50086	50086	0.677
chrI	50087	50087	0.699
chrI	50088	50088	0.699
chrI	50089	50089	0.677
chrI	50090	50090	0.677
chrI	50091	50091	0.699
chrI	50092	50092	0.338
chrI	50093	50093	-1.714
chrI	50094	50094	0.338
chrI	50095	50095	0.677
chrI	50096	50096	0.677
chrI	50097	50097	0.677
chrI	50098	50098	0.699
chrI	50099	50099	0.699
chrI	50100	50100	0.699
chrI	50101	50101	0.677
chrI	50102	50102	0.699
chrI	50103	50103	0.338
chrI	50104	50104	0.338
chrI	50105	50105	0.677
chrI	50106	50106	0.677
chrI	50107	50107	-1.714
chrI	50108	50108	0.338
chrI	50109	50109	0.677
chrI	50110	50110	0.677
chrI	50111	50111	0.677
chrI	50112	50112	0.699
chrI	50113	50113	0.699
chrI	50114	50114	0.699
chrI	50115	50115	0.699
chrI	50116	50116	-1.714
chrI	50117	50117	0.677
chrI	50118	50118	0.699
chrI	50119	50119	0.699
chrI	50120	50120	0.338
chrI	50121	50121	0.699
chrI	50122	50122	0.699
chrI	50123	50123	0.677
chrI	50124	50124	0.699
chrI	50125	50125	0.338
chrI	50126	50126	-1.714
chrI	50127	50127	0.338
chrI	50128	50128	0.677
chrI	50129	50129	0.338
chrI	50130	50130	0.338
chrI	50131	50131	0.338
chrI	50132	50132	0.338
chrI	50133	50133	-1.714
chrI	50134	50134	0.338
chrI	50135	50135	0.338
chrI	50136	50136	0.699
chrI	50137	50137	0.699
chrI	50138	50138	0.677
chrI	50139	50139	0.677
chrI	50140	50140	-1.714
chrI	50141	50141	0.338
chrI	50142	50142	0.338
chrI	50143	50143	0.677
chrI	50144	50144	0.699
chrI	50145	50145	0.338
chrI	50146	50146	0.699
chrI	50147	50147	0.338
chrI	50148	50148	-1.714
chrI	50149	50149	0.338
chrI	50150	50150	0.338
chrI	50151	50151	-1.714
chrI	50152	50152	0.338
chrI	50153	50153	0.338
chrI	50154	50154	0.677
chrI	50155	50155	0.338
chrI	50156	50156	0.699
chrI	50157	50157	0.677
chrI	50158	50158	0.699
chrI	50159	50159	0.677
chrI	50160	50160	-1.714
chrI	50161	50161	-1.714
chrI	50162	50162	0.677
chrI	50163	50163	0.677
chrI	50164	50164	-1.714
chrI	50165	50165	0.338
chrI	50166	50166	-1.714
chrI	50167	50167	0.677
chrI	50168	50168	0.338
chrI	50169	50169	0.677
chrI	50170	50170	0.699
chrI	50171	50171	-1.714
chrI	50172	50172	0.677
chrI	50173	50173	0.677
chrI	50174	50174	0.338
chrI	50175	50175	0.699
chrI	50176	50176	0.699
chrI	50177	50177	-1.714
chrI	50178	50178	0.677
chrI	50179	50179	0.677
chrI	50180	50180	0.677
chrI	50181	50181	-1.714
chrI	50182	50182	0.677
chrI	50183	50183	0.677
chrI	50184	50184	0.699
chrI	50185	50185	-1.714
chrI	50186	50186	0.677
chrI	50187	50187	0.677
chrI	50188	50188	0.677
chrI	50189	50189	-1.714
chrI	50190	50190	0.338
chrI	50191	50191	0.338
chrI	50192	50192	-1.714
chrI	50193	50193	0.699
chrI	50194	50194	0.338
chrI	50195	50195	0.338
chrI	50196	50196	-1.714
chrI	50197	50197	0.677
chrI	50198	50198	0.699
chrI	50199	50199	0.677
chrI	50200	50200	0.699
chrI	50201	50201	0.338
chrI	50202	50202	0.338
chrI	50203	50203	0.338
chrI	50204	50204	-1.714
chrI	50205	50205	-1.714
chrI	50206	50206	0.677
chrI	50207	50207	0.338
chrI	50208	50208	-1.714
chrI	50209	50209	0.338
