hs1	1000000	1000000	0.0806
hs1	1000001	1000001	0.1335
hs1	1000002	1000002	0.0806
hs1	1000003	1000003	0.0806
hs1	1000004	1000004	0.126
hs1	1000005	1000005	0.0806
hs1	1000006	1000006	0.134
hs1	1000007	1000007	0.0806
hs1	1000008	1000008	0.134
hs1	1000009	1000009	0.0806
hs1	1000010	1000010	0.134
hs1	1000011	1000011	0.134
hs1	1000012	1000012	0.0806
hs1	1000013	1000013	0.134
hs1	1000014	1000014	0.134
hs1	1000015	1000015	0.126
hs1	1000016	1000016	0.134
hs1	1000017	1000017	0.0806
hs1	1000018	1000018	0.0806
hs1	1000019	1000019	0.126
hs1	1000020	1000020	0.134
hs1	1000021	1000021	0.134
hs1	1000022	1000022	0.126
hs1	1000023	1000023	0.134
hs1	1000024	1000024	0.0806
hs1	1000025	1000025	0.0806
hs1	1000026	1000026	0.0806
hs1	1000027	1000027	0.134
hs1	1000028	1000028	0.0806
hs1	1000029	1000029	0.0806
hs1	1000030	1000030	0.0806
hs1	1000031	1000031	0.134
hs1	1000032	1000032	0.1335
hs1	1000033	1000033	0.0806
hs1	1000034	1000034	0.0806
hs1	1000035	1000035	0.134
hs1	1000036	1000036	0.0806
hs1	1000037	1000037	0.0806
hs1	1000038	1000038	0.0806
hs1	1000039	1000039	0.134
hs1	1000040	1000040	0.0806
hs1	1000041	1000041	0.126
hs1	1000042	1000042	0.0806
hs1	1000043	1000043	0.134
hs1	1000044	1000044	0.0806
hs1	1000045	1000045	0.0806
hs1	1000046	1000046	0.134
hs1	1000047	1000047	0.0806
hs1	1000048	1000048	0.126
hs1	1000049	1000049	0.0806
hs1	1000050	1000050	0.134
hs1	1000051	1000051	0.0806
hs1	1000052	1000052	0.134
hs1	1000053	1000053	0.0806
hs1	1000054	1000054	0.134
hs1	1000055	1000055	0.0806
hs1	1000056	1000056	0.0806
hs1	1000057	1000057	0.134
hs1	1000058	1000058	0.0806
hs1	1000059	1000059	0.126
hs1	1000060	1000060	0.1335
hs1	1000061	1000061	0.134
hs1	1000062	1000062	0.134
hs1	1000063	1000063	0.0806
hs1	1000064	1000064	0.126
hs1	1000065	1000065	0.0806
hs1	1000066	1000066	0.134
hs1	1000067	1000067	0.134
hs1	1000068	1000068	0.134
hs1	1000069	1000069	0.134
hs1	1000070	1000070	0.1335
hs1	1000071	1000071	0.126
hs1	1000072	1000072	0.0806
hs1	1000073	1000073	0.0806
hs1	1000074	1000074	0.0806
hs1	1000075	1000075	0.134
hs1	1000076	1000076	0.0806
hs1	1000077	1000077	0.0806
hs1	1000078	1000078	0.126
hs1	1000079	1000079	0.1335
hs1	1000080	1000080	0.134
hs1	1000081	1000081	0.134
hs1	1000082	1000082	0.134
hs1	1000083	1000083	0.0806
hs1	1000084	1000084	0.0806
hs1	1000085	1000085	0.134
hs1	1000086	1000086	0.1335
hs1	1000087	1000087	0.134
hs1	1000088	1000088	0.134
hs1	1000089	1000089	0.126
hs1	1000090	1000090	0.0806
hs1	1000091	1000091	0.0806
hs1	1000092	1000092	0.134
hs1	1000093	1000093	0.134
hs1	1000094	1000094	0.134
hs1	1000095	1000095	0.0806
hs1	1000096	1000096	0.134
hs1	1000097	1000097	0.0806
hs1	1000098	1000098	0.134
hs1	1000099	1000099	0.0806
hs1	1000100	1000100	0.134
hs1	1000101	1000101	0.0806
hs1	1000102	1000102	0.134
hs1	1000103	1000103	0.134
hs1	1000104	1000104	0.1335
hs1	1000105	1000105	0.134
hs1	1000106	1000106	0.126
hs1	1000107	1000107	0.0806
hs1	1000108	1000108	0.0806
hs1	1000109	1000109	0.134
hs1	1000110	1000110	0.134
hs1	1000111	1000111	0.0806
hs1	1000112	1000112	0.1335
hs1	1000113	1000113	0.1335
hs1	1000114	1000114	0.1335
hs1	1000115	1000115	0.134
hs1	1000116	1000116	0.134
hs1	1000117	1000117	0.134
hs1	1000118	1000118	0.1335
hs1	1000119	1000119	0.126
hs1	1000120	1000120	0.1335
hs1	1000121	1000121	0.1335
hs1	1000122	1000122	0.1335
hs1	1000123	1000123	0.126
hs1	1000124	1000124	0.126
hs1	1000125	1000125	0.0806
hs1	1000126	1000126	0.0806
hs1	1000127	1000127	0.134
hs1	1000128	1000128	0.134
hs1	1000129	1000129	0.1335
hs1	1000130	1000130	0.134
hs1	1000131	1000131	0.0806
hs1	1000132	1000132	0.134
hs1	1000133	1000133	0.134
hs1	1000134	1000134	0.0806
hs1	1000135	1000135	0.134
hs1	1000136	1000136	0.134
hs1	1000137	1000137	0.0806
hs1	1000138	1000138	0.134
hs1	1000139	1000139	0.0806
hs1	1000140	1000140	0.0806
hs1	1000141	1000141	0.0806
hs1	1000142	1000142	0.0806
hs1	1000143	1000143	0.1335
hs1	1000144	1000144	0.0806
hs1	1000145	1000145	0.1335
hs1	1000146	1000146	0.0806
hs1	1000147	1000147	0.1335
hs1	1000148	1000148	0.0806
hs1	1000149	1000149	0.126
hs1	1000150	1000150	0.126
hs1	1000151	1000151	0.134
hs1	1000152	1000152	0.134
hs1	1000153	1000153	0.134
hs1	1000154	1000154	0.0806
hs1	1000155	1000155	0.0806
hs1	1000156	1000156	0.134
hs1	1000157	1000157	0.1335
hs1	1000158	1000158	0.134
hs1	1000159	1000159	0.134
hs1	1000160	1000160	0.0806
hs1	1000161	1000161	0.134
hs1	1000162	1000162	0.126
hs1	1000163	1000163	0.1335
hs1	1000164	1000164	0.1335
hs1	1000165	1000165	0.134
hs1	1000166	1000166	0.1335
hs1	1000167	1000167	0.1335
hs1	1000168	1000168	0.1335
hs1	1000169	1000169	0.134
hs1	1000170	1000170	0.134
hs1	1000171	1000171	0.134
hs1	1000172	1000172	0.126
hs1	1000173	1000173	0.134
hs1	1000174	1000174	0.126
hs1	1000175	1000175	0.134
hs1	1000176	1000176	0.1335
hs1	1000177	1000177	0.134
hs1	1000178	1000178	0.0806
hs1	1000179	1000179	0.134
hs1	1000180	1000180	0.134
hs1	1000181	1000181	0.134
hs1	1000182	1000182	0.134
hs1	1000183	1000183	0.126
hs1	1000184	1000184	0.0806
hs1	1000185	1000185	0.134
hs1	1000186	1000186	0.134
hs1	1000187	1000187	0.126
hs1	1000188	1000188	0.126
hs1	1000189	1000189	0.1335
hs1	1000190	1000190	0.134
hs1	1000191	1000191	0.0806
hs1	1000192	1000192	0.126
hs1	1000193	1000193	0.134
hs1	1000194	1000194	0.0806
hs1	1000195	1000195	0.0806
hs1	1000196	1000196	0.134
hs1	1000197	1000197	0.134
hs1	1000198	1000198	0.0806
hs1	1000199	1000199	0.134
hs1	1000200	1000200	0.0806
hs1	1000201	1000201	0.134
hs1	1000202	1000202	0.1335
hs1	1000203	1000203	0.134
hs1	1000204	1000204	0.134
hs1	1000205	1000205	0.1335
hs1	1000206	1000206	0.134
hs1	1000207	1000207	0.134
hs1	1000208	1000208	0.134
hs1	1000209	1000209	0.134
hs1	1000210	1000210	0.134
hs1	1000211	1000211	0.0806
hs1	1000212	1000212	0.134
hs1	1000213	1000213	0.1335
hs1	1000214	1000214	0.134
hs1	1000215	1000215	0.0806
hs1	1000216	1000216	0.134
hs1	1000217	1000217	0.1335
hs1	1000218	1000218	0.0806
hs1	1000219	1000219	0.1335
hs1	1000220	1000220	0.134
hs1	1000221	1000221	0.126
hs1	1000222	1000222	0.0806
hs1	1000223	1000223	0.1335
hs1	1000224	1000224	0.134
hs1	1000225	1000225	0.126
hs1	1000226	1000226	0.134
hs1	1000227	1000227	0.0806
hs1	1000228	1000228	0.134
hs1	1000229	1000229	0.134
hs1	1000230	1000230	0.1335
hs1	1000231	1000231	0.134
hs1	1000232	1000232	0.0806
hs1	1000233	1000233	0.0806
hs1	1000234	1000234	0.134
hs1	1000235	1000235	0.1335
hs1	1000236	1000236	0.134
hs1	1000237	1000237	0.134
hs1	1000238	1000238	0.0806
hs1	1000239	1000239	0.0806
hs1	1000240	1000240	0.0806
hs1	1000241	1000241	0.134
hs1	1000242	1000242	0.0806
hs1	1000243	1000243	0.134
hs1	1000244	1000244	0.0806
hs1	1000245	1000245	0.0806
hs1	1000246	1000246	0.134
hs1	1000247	1000247	0.134
hs1	1000248	1000248	0.1335
hs1	1000249	1000249	0.134
hs1	1000250	1000250	0.134
hs1	1000251	1000251	0.0806
hs1	1000252	1000252	0.134
hs1	1000253	1000253	0.0806
hs1	1000254	1000254	0.0806
hs1	1000255	1000255	0.0806
hs1	1000256	1000256	0.134
hs1	1000257	1000257	0.0806
hs1	1000258	1000258	0.126
hs1	1000259	1000259	0.134
hs1	1000260	1000260	0.126
hs1	1000261	1000261	0.126
hs1	1000262	1000262	0.1335
hs1	1000263	1000263	0.0806
hs1	1000264	1000264	0.0806
hs1	1000265	1000265	0.134
hs1	1000266	1000266	0.126
hs1	1000267	1000267	0.1335
hs1	1000268	1000268	0.0806
hs1	1000269	1000269	0.134
hs1	1000270	1000270	0.0806
hs1	1000271	1000271	0.0806
hs1	1000272	1000272	0.0806
hs1	1000273	1000273	0.0806
hs1	1000274	1000274	0.134
hs1	1000275	1000275	0.134
hs1	1000276	1000276	0.134
hs1	1000277	1000277	0.134
hs1	1000278	1000278	0.134
hs1	1000279	1000279	0.0806
hs1	1000280	1000280	0.134
hs1	1000281	1000281	0.134
hs1	1000282	1000282	0.134
hs1	1000283	1000283	0.0806
hs1	1000284	1000284	0.134
hs1	1000285	1000285	0.0806
hs1	1000286	1000286	0.134
hs1	1000287	1000287	0.134
hs1	1000288	1000288	0.134
hs1	1000289	1000289	0.134
hs1	1000290	1000290	0.134
hs1	1000291	1000291	0.134
hs1	1000292	1000292	0.1335
hs1	1000293	1000293	0.134
hs1	1000294	1000294	0.134
hs1	1000295	1000295	0.0806
hs1	1000296	1000296	0.126
hs1	1000297	1000297	0.134
hs1	1000298	1000298	0.126
hs1	1000299	1000299	0.134
hs1	1000300	1000300	0.134
hs1	1000301	1000301	0.0806
hs1	1000302	1000302	0.134
hs1	1000303	1000303	0.1335
hs1	1000304	1000304	0.0806
hs1	1000305	1000305	0.0806
hs1	1000306	1000306	0.0806
hs1	1000307	1000307	0.0806
hs1	1000308	1000308	0.126
hs1	1000309	1000309	0.134
hs1	1000310	1000310	0.126
hs1	1000311	1000311	0.0806
hs1	1000312	1000312	0.0806
hs1	1000313	1000313	0.0806
hs1	1000314	1000314	0.134
hs1	1000315	1000315	0.134
hs1	1000316	1000316	0.0806
hs1	1000317	1000317	0.0806
hs1	1000318	1000318	0.0806
hs1	1000319	1000319	0.1335
hs1	1000320	1000320	0.0806
hs1	1000321	1000321	0.126
hs1	1000322	1000322	0.1335
hs1	1000323	1000323	0.134
hs1	1000324	1000324	0.134
hs1	1000325	1000325	0.134
hs1	1000326	1000326	0.0806
hs1	1000327	1000327	0.134
hs1	1000328	1000328	0.0806
hs1	1000329	1000329	0.134
hs1	1000330	1000330	0.1335
hs1	1000331	1000331	0.134
hs1	1000332	1000332	0.134
hs1	1000333	1000333	0.134
hs1	1000334	1000334	0.134
hs1	1000335	1000335	0.0806
hs1	1000336	1000336	0.126
hs1	1000337	1000337	0.1335
hs1	1000338	1000338	0.0806
hs1	1000339	1000339	0.134
hs1	1000340	1000340	0.126
hs1	1000341	1000341	0.0806
hs1	1000342	1000342	0.134
hs1	1000343	1000343	0.134
hs1	1000344	1000344	0.0806
hs1	1000345	1000345	0.0806
hs1	1000346	1000346	0.0806
hs1	1000347	1000347	0.0806
hs1	1000348	1000348	0.134
hs1	1000349	1000349	0.134
hs1	1000350	1000350	0.0806
hs1	1000351	1000351	0.126
hs1	1000352	1000352	0.0806
hs1	1000353	1000353	0.134
hs1	1000354	1000354	0.126
hs1	1000355	1000355	0.126
hs1	1000356	1000356	0.134
hs1	1000357	1000357	0.0806
hs1	1000358	1000358	0.134
hs1	1000359	1000359	0.0806
hs1	1000360	1000360	0.134
hs1	1000361	1000361	0.134
hs1	1000362	1000362	0.0806
hs1	1000363	1000363	0.0806
hs1	1000364	1000364	0.0806
hs1	1000365	1000365	0.126
hs1	1000366	1000366	0.0806
hs1	1000367	1000367	0.0806
hs1	1000368	1000368	0.0806
hs1	1000369	1000369	0.0806
hs1	1000370	1000370	0.134
hs1	1000371	1000371	0.134
hs1	1000372	1000372	0.0806
hs1	1000373	1000373	0.134
hs1	1000374	1000374	0.1335
hs1	1000375	1000375	0.0806
hs1	1000376	1000376	0.0806
hs1	1000377	1000377	0.0806
hs1	1000378	1000378	0.0806
hs1	1000379	1000379	0.0806
hs1	1000380	1000380	0.134
hs1	1000381	1000381	0.0806
hs1	1000382	1000382	0.126
hs1	1000383	1000383	0.126
hs1	1000384	1000384	0.134
hs1	1000385	1000385	0.0806
hs1	1000386	1000386	0.0806
hs1	1000387	1000387	0.0806
hs1	1000388	1000388	0.0806
hs1	1000389	1000389	0.134
hs1	1000390	1000390	0.134
hs1	1000391	1000391	0.134
hs1	1000392	1000392	0.0806
hs1	1000393	1000393	0.0806
hs1	1000394	1000394	0.0806
hs1	1000395	1000395	0.126
hs1	1000396	1000396	0.134
hs1	1000397	1000397	0.134
hs1	1000398	1000398	0.134
hs1	1000399	1000399	0.134
hs1	1000400	1000400	0.134
hs1	1000401	1000401	0.0806
hs1	1000402	1000402	0.0806
hs1	1000403	1000403	0.0806
hs1	1000404	1000404	0.0806
hs1	1000405	1000405	0.134
hs1	1000406	1000406	0.1335
hs1	1000407	1000407	0.0806
hs1	1000408	1000408	0.0806
hs1	1000409	1000409	0.0806
hs1	1000410	1000410	0.134
hs1	1000411	1000411	0.0806
hs1	1000412	1000412	0.0806
hs1	1000413	1000413	0.126
hs1	1000414	1000414	0.0806
hs1	1000415	1000415	0.1335
hs1	1000416	1000416	0.134
hs1	1000417	1000417	0.1335
hs1	1000418	1000418	0.134
hs1	1000419	1000419	0.0806
hs1	1000420	1000420	0.0806
hs1	1000421	1000421	0.0806
hs1	1000422	1000422	0.0806
hs1	1000423	1000423	0.134
hs1	1000424	1000424	0.1335
hs1	1000425	1000425	0.134
hs1	1000426	1000426	0.126
