mm1	3090000	3090000	35
mm1	3090001	3090001	35
mm1	3090002	3090002	60
mm1	3090003	3090003	85
mm1	3090004	3090004	60
mm1	3090005	3090005	60
mm1	3090006	3090006	130
mm1	3090007	3090007	60
mm1	3090008	3090008	60
mm1	3090009	3090009	130
mm1	3090010	3090010	60
mm1	3090011	3090011	35
mm1	3090012	3090012	35
mm1	3090013	3090013	60
mm1	3090014	3090014	60
mm1	3090015	3090015	60
mm1	3090016	3090016	60
mm1	3090017	3090017	35
mm1	3090018	3090018	60
mm1	3090019	3090019	60
mm1	3090020	3090020	35
mm1	3090021	3090021	35
mm1	3090022	3090022	35
mm1	3090023	3090023	20
mm1	3090024	3090024	60
mm1	3090025	3090025	60
mm1	3090026	3090026	35
mm1	3090027	3090027	60
mm1	3090028	3090028	60
mm1	3090029	3090029	20
mm1	3090030	3090030	35
mm1	3090031	3090031	60
mm1	3090032	3090032	60
mm1	3090033	3090033	60
mm1	3090034	3090034	60
mm1	3090035	3090035	20
mm1	3090036	3090036	60
mm1	3090037	3090037	130
mm1	3090038	3090038	60
mm1	3090039	3090039	60
mm1	3090040	3090040	60
mm1	3090041	3090041	60
mm1	3090042	3090042	130
mm1	3090043	3090043	60
mm1	3090044	3090044	20
mm1	3090045	3090045	20
mm1	3090046	3090046	35
mm1	3090047	3090047	20
mm1	3090048	3090048	20
mm1	3090049	3090049	60
mm1	3090050	3090050	60
mm1	3090051	3090051	60
mm1	3090052	3090052	60
mm1	3090053	3090053	20
mm1	3090054	3090054	60
mm1	3090055	3090055	130
mm1	3090056	3090056	60
mm1	3090057	3090057	35
mm1	3090058	3090058	35
mm1	3090059	3090059	60
mm1	3090060	3090060	130
mm1	3090061	3090061	60
mm1	3090062	3090062	60
mm1	3090063	3090063	60
mm1	3090064	3090064	35
mm1	3090065	3090065	60
mm1	3090066	3090066	60
mm1	3090067	3090067	60
mm1	3090068	3090068	60
mm1	3090069	3090069	20
mm1	3090070	3090070	35
mm1	3090071	3090071	60
mm1	3090072	3090072	60
mm1	3090073	3090073	60
mm1	3090074	3090074	60
mm1	3090075	3090075	60
mm1	3090076	3090076	130
